Camera_ID,type,Country,State,City,Latitude,Longtitude,Resolution_w,Resolution_h,Ip,Port,Image_path,Video_path,Snapshot_url,m3u8_url,
5b0cff6e45bb0c0004278334,ip,JP,Null,Osaka,34.6864,135.52,,,121.83.134.17,80,,/,Null,Null,
5b0cff7f45bb0c0004278345,ip,US,PA,University Park,40.8077,-77.8614,704,480,128.118.52.239,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cff8c45bb0c0004278353,ip,FI,Null,Helsinki,60.1756,24.9342,768,576,128.214.194.71,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cff8f45bb0c0004278357,ip,US,NY,Ithaca,42.4485,-76.4804,,,128.253.30.11,80,,/,Null,Null,
5b0cffa645bb0c000427836e,ip,US,CA,San Luis Obispo,35.3471,-120.455,640,480,129.65.141.148,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cffae45bb0c0004278377,ip,US,OH,Kent,41.17,-81.1966,640,480,131.123.154.3,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cffb945bb0c0004278382,ip,US,AL,Auburn University,32.5782,-85.349,,,131.204.99.178,80,,/,Null,Null,
5b0cffc745bb0c000427838f,ip,US,MN,Saint Paul,44.9679,-93.0884,,,134.29.251.176,80,,/,Null,Null,
5b0cffeb45bb0c00042783b2,ip,DE,Null,Halle,51.5,12,640,480,141.48.169.7,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfff345bb0c00042783ba,ip,FR,Null,Paris,48.8667,2.3333,640,480,145.238.185.11,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
